bin_start,bin_end,total,fast,expanded,solver_fallback,expanded_rate,prime_total,square_total,expanded_primes,expanded_squares,max_t_used,p95_t_used,max_window_used
19000002,19050001,2084,2083,1,0,0.0004798464491362764,2978,6,0,0,247,85,64
19050002,19100001,2083,2083,0,0,0.0,2960,6,0,0,250,77,64
19100002,19150001,2083,2082,1,0,0.00048007681228996637,2978,6,0,0,253,79,64
19150002,19200001,2084,2084,0,0,0.0,2987,5,0,0,253,87,64
19200002,19250001,2083,2082,1,0,0.00048007681228996637,2947,6,0,0,253,79,64
19250002,19300001,2083,2083,0,0,0.0,2961,6,0,0,253,79,64
19300002,19350001,2084,2084,0,0,0.0,2998,5,0,0,253,98,64
19350002,19400001,2083,2083,0,0,0.0,3014,6,0,0,253,87,64
19400002,19450001,2083,2083,0,0,0.0,3022,6,0,0,254,83,64
19450002,19500001,2084,2084,0,0,0.0,2938,5,0,0,249,87,64
19500002,19550001,2083,2083,0,0,0.0,2954,6,0,0,253,83,64
19550002,19600001,2083,2083,0,0,0.0,2931,6,0,0,247,85,64
19600002,19650001,2084,2084,0,0,0.0,2992,5,0,0,247,85,64
19650002,19700001,2083,2083,0,0,0.0,2983,6,0,0,255,85,64
19700002,19750001,2083,2082,1,0,0.00048007681228996637,2990,6,0,0,253,87,64
19750002,19800001,2084,2083,1,0,0.0004798464491362764,3002,5,0,0,254,93,64
19800002,19850001,2083,2081,2,0,0.0009601536245799327,2975,6,0,1,1483,87,64
19850002,19900001,2083,2083,0,0,0.0,2957,5,0,0,256,85,64
19900002,19950001,2084,2084,0,0,0.0,3014,6,0,0,247,87,64
19950002,20000000,2083,2082,1,0,0.00048007681228996637,2976,6,0,0,253,85,64
