bin_start,bin_end,total,fast,expanded,solver_fallback,expanded_rate,prime_total,square_total,expanded_primes,expanded_squares,max_t_used,p95_t_used,max_window_used
10900002,10950001,2084,2082,2,0,0.0009596928982725527,3116,8,2,0,253,80,64
10950002,11000001,2083,2081,2,0,0.0009601536245799327,3060,7,1,1,253,89,64
11000002,11050001,2083,2079,4,0,0.0019203072491598655,3060,8,1,2,251,79,64
11050002,11100001,2084,2080,4,0,0.0019193857965451055,3130,7,3,1,253,89,64
11100002,11150001,2083,2078,5,0,0.002400384061449832,3060,8,3,0,253,93,64
11150002,11200001,2083,2081,2,0,0.0009601536245799327,3107,7,1,1,253,85,64
11200002,11250001,2084,2081,3,0,0.0014395393474088292,3067,8,2,1,1115,79,64
11250002,11300001,2083,2079,4,0,0.0019203072491598655,3060,7,3,1,253,77,64
11300002,11350001,2083,2081,2,0,0.0009601536245799327,3065,7,2,0,250,77,64
11350002,11400001,2084,2080,4,0,0.0019193857965451055,3065,8,3,1,254,82,64
11400002,11450001,2083,2079,4,0,0.0019203072491598655,3058,7,4,0,239,87,64
11450002,11500001,2083,2078,5,0,0.002400384061449832,3100,8,4,1,1129,89,64
11500002,11550001,2084,2082,2,0,0.0009596928982725527,3102,7,2,0,253,95,64
11550002,11600001,2083,2079,4,0,0.0019203072491598655,3064,7,3,0,253,79,64
11600002,11650001,2083,2079,4,0,0.0019203072491598655,3099,8,3,1,253,77,64
11650002,11700001,2084,2081,3,0,0.0014395393474088292,3086,7,3,0,253,87,64
11700002,11750001,2083,2079,4,0,0.0019203072491598655,3066,7,4,0,253,79,64
11750002,11800001,2083,2079,4,0,0.0019203072491598655,3068,8,3,1,253,85,64
11800002,11850001,2084,2080,4,0,0.0019193857965451055,3045,7,3,0,250,85,64
11850002,11900001,2083,2080,3,0,0.0014402304368698992,3087,7,2,1,253,85,64
11900002,11950001,2083,2081,2,0,0.0009601536245799327,3085,7,1,0,253,83,64
11950002,12000001,2084,2080,4,0,0.0019193857965451055,3069,8,2,2,253,83,64
12000002,12050001,2083,2081,2,0,0.0009601536245799327,3051,7,0,2,254,93,64
12050002,12100001,2083,2080,3,0,0.0014402304368698992,3038,7,2,0,253,89,64
12100002,12150001,2084,2084,0,0,0.0,3113,7,0,0,253,89,8
12150002,12200001,2083,2078,5,0,0.002400384061449832,3023,7,5,0,253,87,64
12200002,12250001,2083,2078,5,0,0.002400384061449832,3073,8,3,1,255,89,64
12250002,12300001,2084,2083,1,0,0.0004798464491362764,3077,7,1,0,249,85,64
12300002,12350001,2083,2080,3,0,0.0014402304368698992,3052,7,1,1,2872,79,64
12350002,12400001,2083,2080,3,0,0.0014402304368698992,3115,7,2,1,253,83,64
12400002,12450001,2084,2080,4,0,0.0019193857965451055,3072,7,3,1,253,77,64
12450002,12500001,2083,2081,2,0,0.0009601536245799327,3029,7,0,2,251,77,64
12500002,12550001,2083,2078,5,0,0.002400384061449832,3048,7,4,1,253,89,64
12550002,12600001,2084,2081,3,0,0.0014395393474088292,3051,7,3,0,253,72,64
12600002,12650001,2083,2075,8,0,0.003840614498319731,3082,7,7,0,253,87,64
12650002,12700001,2083,2078,5,0,0.002400384061449832,3057,7,3,2,253,89,64
12700002,12750001,2084,2081,3,0,0.0014395393474088292,3085,7,3,0,256,87,64
12750002,12800001,2083,2077,6,0,0.0028804608737397984,3073,7,3,1,253,85,64
12800002,12850001,2083,2081,2,0,0.0009601536245799327,3070,7,1,1,250,80,64
12850002,12900001,2084,2081,3,0,0.0014395393474088292,3024,7,3,0,254,89,64
12900002,12950001,2083,2080,3,0,0.0014402304368698992,3012,7,2,1,1197,79,64
12950002,13000001,2083,2076,7,0,0.003360537686029765,3047,7,5,0,253,77,64
13000002,13050001,2084,2078,6,0,0.0028790786948176585,3039,7,3,1,983,89,64
13050002,13100001,2083,2080,3,0,0.0014402304368698992,2990,7,2,1,247,89,64
13100002,13150001,2083,2075,8,0,0.003840614498319731,3057,7,6,1,1207,87,64
13150002,13200001,2084,2080,4,0,0.0019193857965451055,3064,7,3,0,253,79,64
13200002,13250001,2083,2079,4,0,0.0019203072491598655,3044,7,3,1,253,83,64
13250002,13300001,2083,2080,3,0,0.0014402304368698992,3036,6,2,1,245,85,64
13300002,13350001,2084,2079,5,0,0.0023992322456813818,3050,7,4,0,253,85,64
13350002,13400001,2083,2077,6,0,0.0028804608737397984,3074,7,5,1,253,77,64
13400002,13450001,2083,2078,5,0,0.002400384061449832,3010,7,5,0,253,85,64
13450002,13500001,2084,2081,3,0,0.0014395393474088292,3024,7,3,0,253,77,64
13500002,13550001,2083,2083,0,0,0.0,3012,7,0,0,251,93,8
13550002,13600001,2083,2081,2,0,0.0009601536245799327,3046,6,2,0,253,79,64
13600002,13650001,2084,2080,4,0,0.0019193857965451055,3065,7,2,1,253,87,64
13650002,13700001,2083,2079,4,0,0.0019203072491598655,3070,7,3,1,253,87,64
13700002,13750001,2083,2080,3,0,0.0014402304368698992,3044,7,3,0,253,87,64
13750002,13800001,2084,2079,5,0,0.0023992322456813818,3061,6,3,1,253,87,64
13800002,13850001,2083,2080,3,0,0.0014402304368698992,3058,7,1,1,251,85,64
13850002,13900001,2083,2078,5,0,0.002400384061449832,3061,7,2,1,253,79,64
13900002,13950001,2084,2078,6,0,0.0028790786948176585,3044,6,4,0,253,85,64
13950002,14000001,2083,2076,7,0,0.003360537686029765,2976,7,5,1,253,83,64
14000002,14050001,2083,2078,5,0,0.002400384061449832,3021,7,1,0,253,93,64
14050002,14100001,2084,2082,2,0,0.0009596928982725527,3049,6,2,0,253,83,64
14100002,14150001,2083,2080,3,0,0.0014402304368698992,3056,7,2,0,253,77,64
14150002,14200001,2083,2078,5,0,0.002400384061449832,2991,7,2,1,1255,87,64
14200002,14250001,2084,2083,1,0,0.0004798464491362764,3043,6,0,0,253,85,64
14250002,14300001,2083,2079,4,0,0.0019203072491598655,3056,7,3,1,253,87,64
14300002,14350001,2083,2079,4,0,0.0019203072491598655,3038,7,4,0,253,85,64
14350002,14400001,2084,2081,3,0,0.0014395393474088292,3110,6,2,1,253,74,64
14400002,14450001,2083,2081,2,0,0.0009601536245799327,3005,7,1,0,247,89,64
14450002,14500001,2083,2083,0,0,0.0,3010,6,0,0,247,87,8
14500002,14550001,2084,2082,2,0,0.0009596928982725527,3029,7,2,0,253,85,64
14550002,14600001,2083,2077,6,0,0.0028804608737397984,3066,6,5,0,253,83,64
14600002,14650001,2083,2080,3,0,0.0014402304368698992,2955,7,1,1,254,77,64
14650002,14700001,2084,2079,5,0,0.0023992322456813818,3060,7,3,1,253,89,64
14700002,14750001,2083,2080,3,0,0.0014402304368698992,3033,6,3,0,253,83,64
14750002,14800001,2083,2080,3,0,0.0014402304368698992,3053,7,3,0,253,89,64
14800002,14850001,2084,2081,3,0,0.0014395393474088292,3042,6,2,1,256,79,64
14850002,14900001,2083,2076,7,0,0.003360537686029765,3001,7,6,0,253,89,64
14900002,14950001,2083,2079,4,0,0.0019203072491598655,3025,6,3,1,253,85,64
14950002,15000001,2084,2080,4,0,0.0019193857965451055,2984,6,4,0,250,83,64
15000002,15050001,2083,2080,3,0,0.0014402304368698992,3035,7,1,1,250,85,64
15050002,15100001,2083,2078,5,0,0.002400384061449832,3022,6,4,1,253,80,64
15100002,15150001,2084,2082,2,0,0.0009596928982725527,3004,7,1,1,353,87,64
15150002,15200001,2083,2081,2,0,0.0009601536245799327,3011,6,0,0,253,77,64
15200002,15250001,2083,2081,2,0,0.0009601536245799327,3031,7,2,0,253,92,64
15250002,15300001,2084,2083,1,0,0.0004798464491362764,3045,6,0,1,253,79,64
15300002,15350001,2083,2077,6,0,0.0028804608737397984,3028,6,5,1,1305,79,64
15350002,15400001,2083,2078,5,0,0.002400384061449832,2959,7,4,1,253,79,64
15400002,15450001,2084,2082,2,0,0.0009596928982725527,2978,6,1,1,253,83,64
15450002,15500001,2083,2080,3,0,0.0014402304368698992,3045,7,2,1,254,87,64
15500002,15550001,2083,2081,2,0,0.0009601536245799327,3064,6,1,1,253,83,64
15550002,15600001,2084,2080,4,0,0.0019193857965451055,3041,6,2,1,253,89,64
